,Region,Sqm,Bathrooms,Bedrooms,Cost
4490,Mandaluyong,27,1,0,4600000.0
4491,Other NCR loc,30,1,0,3150000.0
4492,Quezon City,40,1,0,6600000.0
4493,Pasig,56,2,2,8800000.0
4494,Quezon City,28,1,0,3700000.0
4495,Other NCR loc,72,1,3,2600000.0
4496,Makati,31,1,0,6000000.0
4497,Mandaluyong,26,1,0,3150000.0
4498,Other NCR loc,20,1,0,2500000.0
4499,Mandaluyong,42,1,0,6500000.0
4500,Taguig,59,2,0,12000000.0
4501,Pasig,36,1,0,8000000.0
4502,Taguig,135,2,3,52000000.0
4503,Mandaluyong,23,1,0,4000000.0
4504,Quezon City,18,1,0,4600000.0
4505,III,32,1,0,5800000.0
4506,Other NCR loc,42,1,2,3000000.0
4507,Mandaluyong,31,1,0,5200000.0
4508,IV A,41,1,0,7800000.0
4509,Pasig,48,1,2,5250000.0
4510,Pasig,42,1,2,4500000.0
4511,Pasay,28,1,0,6200000.0
4512,Quezon City,41,1,0,7600000.0
4513,Pasig,48,1,2,5250000.0
4514,Mandaluyong,47,1,0,4300000.0
4515,Quezon City,37,1,0,5400000.0
4516,III,24,1,0,3350000.0
4517,Muntinlupa,37,1,0,4200000.0
4518,Muntinlupa,44,1,2,6300000.0
4519,Pasig,28,1,0,4000000.0
4520,Makati,84,1,2,15000000.0
4521,Muntinlupa,22,1,0,3300000.0
4522,Pasig,48,1,2,6500000.0
4523,IV A,50,1,2,2760000.0
4524,Mandaluyong,60,1,2,7200000.0
4525,Quezon City,23,1,0,3400000.0
4526,Pasay,32,1,0,4200000.0
4527,Other NCR loc,24,1,0,1540000.0
4528,Quezon City,21,1,0,2800000.0
4529,IV A,49,1,2,3300000.0
4530,Makati,46,1,0,7800000.0
4531,Makati,48,1,2,7600000.0
4532,Quezon City,36,1,0,4200000.0
4533,Mandaluyong,24,1,0,4000000.0
4534,VII,30,1,0,3280000.0
4535,Other NCR loc,22,1,0,3100000.0
4536,Other NCR loc,22,1,0,3100000.0
4537,Pasay,27,1,0,5700000.0
4538,Other NCR loc,78,19,19,14000000.0
4539,III,150,3,3,2200000.0
4540,Other NCR loc,28,1,0,3000000.0
4541,Quezon City,29,1,0,3800000.0
4542,Mandaluyong,30,1,2,4720000.0
4543,Pasay,36,1,0,6000000.0
4544,Other NCR loc,28,1,0,2800000.0
4545,Other NCR loc,32,1,2,3200000.0
4546,Makati,48,2,2,8600000.0
4547,Other NCR loc,35,1,2,4500000.0
4548,IV A,90,3,3,3500000.0
4549,Mandaluyong,52,1,0,1900000.0
4550,VII,36,1,2,2350000.0
4551,Pasig,22,1,0,3610000.0
4552,Quezon City,66,1,2,4480000.0
4553,Quezon City,67,1,2,4310000.0
4554,Quezon City,40,1,2,2650000.0
4555,IV A,24,1,0,4920000.0
4556,IV A,30,1,0,6180000.0
4557,Other NCR loc,39,1,0,8660000.0
4558,Mandaluyong,25,1,0,2440000.0
4559,Quezon City,42,1,0,7900000.0
4560,Makati,32,1,0,5100000.0
4561,Makati,26,1,0,5600000.0
4562,Quezon City,18,1,0,3000000.0
4563,Quezon City,20,1,0,2800000.0
4564,Makati,350,4,4,33000000.0
4565,Makati,65,1,0,19000000.0
4566,Makati,97,2,2,26000000.0
4567,Quezon City,22,1,0,5000000.0
4568,Pasay,25,1,0,9220000.0
4569,Other NCR loc,21,1,0,1600000.0
4570,Pasig,68,1,0,11000000.0
4571,Muntinlupa,25,1,0,2100000.0
4572,IV A,56,1,2,5800000.0
4573,Taguig,79,2,3,19000000.0
4574,VII,31,1,2,4000000.0
4575,Pasig,30,1,2,3900000.0
4576,Pasig,30,1,2,2900000.0
4577,Makati,48,1,2,7950000.0
4578,IV A,30,1,0,7360000.0
4579,Taguig,83,3,2,21600000.0
4580,Quezon City,24,1,0,6610000.0
4581,III,24,1,0,3250000.0
4582,Other NCR loc,24,1,2,1870000.0
4583,IV A,32,1,0,5000000.0
4584,Quezon City,47,2,2,11000000.0
4585,Other NCR loc,90,2,3,11000000.0
4586,Other NCR loc,135,3,3,9950000.0
4587,Other NCR loc,30,1,0,3600000.0
4588,IV A,67,1,0,14300000.0
4589,Taguig,126,3,3,24000000.0
4590,Makati,75,2,0,19500000.0
4591,Pasig,45,1,2,4500000.0
4592,Other NCR loc,54,1,0,5900000.0
4593,Quezon City,73,1,2,7950000.0
4594,Quezon City,23,1,0,3250000.0
4595,Makati,80,1,2,19000000.0
4596,Pasig,28,1,0,3800000.0
4597,Mandaluyong,13,1,0,1950000.0
4598,Quezon City,21,1,0,4000000.0
4599,Pasig,24,1,0,3850000.0
4600,Other NCR loc,100,3,0,2000000.0
4601,III,24,1,0,3250000.0
4602,Pasig,88,0,0,22700000.0
4603,Quezon City,24,1,0,2620000.0
4604,Other NCR loc,25,1,0,7500000.0
4605,III,24,1,0,3250000.0
4606,Pasig,233,3,3,28000000.0
4607,Muntinlupa,50,1,0,15000000.0
4608,Pasay,26,1,0,5000000.0
4609,Pasig,23,1,0,3900000.0
4610,Other NCR loc,30,1,0,4930000.0
4611,Other NCR loc,54,1,0,7800000.0
4612,Makati,58,1,2,6500000.0
4613,Benguet,41,1,0,10200000.0
4614,Pasig,35,1,2,3000000.0
4615,Mandaluyong,22,1,0,3600000.0
4616,Other City/Province,27,1,0,4520000.0
4617,Other NCR loc,28,1,0,3910000.0
4618,Other City/Province,39,1,0,6190000.0
4619,VII,21,1,0,5250000.0
4620,Mandaluyong,32,1,0,4099999.9999999995
4621,Quezon City,43,1,0,4910000.0
4622,Pasig,23,1,0,4000000.0
4623,IV A,26,1,0,1400000.0
4624,IV A,23,1,0,4800000.0
4625,Taguig,138,2,2,50000000.0
4626,Other NCR loc,21,1,0,5670000.0
4627,IV A,26,1,0,4660000.0
4628,Makati,36,1,0,9500000.0
4629,Benguet,30,1,0,3400000.0
4630,IV A,24,1,0,2200000.0
4631,Other NCR loc,33,1,0,10600000.0
4632,Makati,21,1,0,3200000.0
4633,Mandaluyong,25,1,0,5850000.0
4634,Quezon City,60,1,2,6140000.0
4635,Muntinlupa,67,2,2,10100000.0
4636,IV A,67,1,0,14400000.0
4637,IV A,45,1,0,9300000.0
4638,Makati,28,1,0,5030000.0
4639,Mandaluyong,26,1,0,4330000.0
4640,IV A,36,1,0,1600000.0
4641,Makati,27,1,0,7000000.0
4642,Other NCR loc,460,2,10,18000000.0
4643,Mandaluyong,22,1,0,4500000.0
4644,Quezon City,37,1,0,6910000.0
4645,IV A,30,1,0,6870000.0
4646,Other NCR loc,56,2,2,7810000.0
4647,Pasig,30,1,2,2860000.0
4648,IV A,37,1,0,4900000.0
4649,Other NCR loc,45,1,2,2700000.0
4650,Mandaluyong,24,1,0,4110000.0000000005
4651,Pasig,23,1,0,4300000.0
4652,Other City/Province,24,1,0,2210000.0
4653,III,24,1,0,3250000.0
4654,VII,24,1,0,2400000.0
4656,Taguig,40,1,0,10500000.0
4657,Quezon City,46,1,0,14000000.0
4658,Mandaluyong,57,1,2,14000000.0
4659,Makati,12,0,0,1200000.0
4660,Mandaluyong,75,1,2,12200000.0
4661,Pasay,22,1,0,5750000.0
4662,IV A,24,1,0,2230000.0
4663,Other NCR loc,30,1,2,2940000.0
4664,Quezon City,39,1,2,5420000.0
4665,III,44,1,0,3500000.0
4666,Mandaluyong,22,1,0,3200000.0
4667,VII,27,1,0,4500000.0
4668,Pasay,22,1,0,4000000.0
4669,Quezon City,41,2,3,11800000.0
4670,Other NCR loc,45,2,2,4770000.0
4671,Quezon City,50,2,2,7500000.0
4672,Quezon City,23,1,0,4830000.0
4673,VII,32,1,0,3300000.0
4674,Other NCR loc,22,1,0,3800000.0
4675,Mandaluyong,55,1,0,9500000.0
4676,Other City/Province,28,1,0,5000000.0
4677,Quezon City,31,1,0,3700000.0
4678,Other NCR loc,142,2,2,36000000.0
4679,VII,40,1,0,3700000.0
4680,VII,37,1,2,1400000.0
4682,Mandaluyong,23,1,0,4040000.0
4683,Other City/Province,36,1,2,3990000.0
4684,Muntinlupa,121,1,2,22000000.0
4685,Muntinlupa,80,2,3,35300000.0
4686,Muntinlupa,36,1,2,8000000.0
4687,Taguig,106,2,2,24500000.0
4688,Quezon City,47,1,2,9600000.0
4689,IV A,30,1,0,5210000.0
4690,Muntinlupa,49,1,0,8199999.999999999
4691,Muntinlupa,36,1,0,6000000.0
4692,III,24,1,0,3250000.0
4693,IV A,25,1,0,4000000.0
4694,III,29,1,2,3400000.0
4695,Benguet,17,1,0,3000000.0
4696,Other City/Province,23,1,0,3680000.0
4697,Other NCR loc,36,1,0,4000000.0
4698,Other NCR loc,52,1,0,6650000.0
4699,Makati,88,3,2,18000000.0
4700,Other City/Province,48,1,0,11000000.0
4701,Quezon City,19,1,0,3200000.0
4702,IV A,50,1,2,2800000.0
4703,Other NCR loc,30,1,0,6700000.0
4704,Pasig,66,2,2,4300000.0
4705,Pasig,32,1,0,4000000.0
4706,Pasig,30,1,2,2860000.0
4707,Mandaluyong,30,1,2,2880000.0
4708,Pasig,42,1,3,4290000.0
4709,Pasig,42,1,3,4170000.0
4710,Mandaluyong,13,1,0,2650000.0
4711,Other NCR loc,25,1,0,2200000.0
4712,Other NCR loc,22,1,0,1810000.0
4713,Pasig,30,1,2,2680000.0
4714,Mandaluyong,23,1,0,5940000.0
4715,IV A,33,1,0,5930000.0
4716,Makati,38,1,0,7000000.0
4717,IV A,34,1,0,5900000.0
4718,IV A,24,1,0,4810000.0
4719,Other NCR loc,24,1,0,5000000.0
4720,IV A,30,1,0,6030000.0
4721,IV A,22,1,0,4500000.0
4722,IV A,24,1,0,2200000.0
4723,Other City/Province,31,1,2,4760000.0
4724,IV A,25,1,0,4900000.0
4725,Benguet,17,1,0,3000000.0
4726,Taguig,51,1,0,18000000.0
4727,Other NCR loc,42,2,2,4790000.0
4728,Pasig,30,1,2,2890000.0
4729,Other NCR loc,28,1,0,2800000.0
4730,Makati,42,2,2,10600000.0
4731,Other NCR loc,21,1,0,1600000.0
4732,III,24,1,0,3330000.0
4733,Other NCR loc,30,1,0,5130000.0
4734,Mandaluyong,30,1,0,4780000.0
4735,Makati,44,2,2,7700000.0
4736,IV A,32,1,2,4220000.0
4737,III,24,1,0,3250000.0
4738,Taguig,46,1,0,13400000.0
4739,IV A,30,1,0,4170000.0
4740,Other City/Province,20,1,0,3000000.0
4741,Pasay,81,1,3,6850000.0
4742,Taguig,34,1,0,10000000.0
4743,Other NCR loc,22,1,0,2000000.0
4744,Quezon City,33,1,0,7000000.0
4745,Other NCR loc,52,2,2,5000000.0
4746,Other NCR loc,36,1,12,7000000.0
4747,Other NCR loc,40,1,2,6900000.0
4748,Other NCR loc,32,1,2,2900000.0
4749,VII,22,1,0,3430000.0
4750,Mandaluyong,37,1,0,9770000.0
4751,Other NCR loc,28,1,0,4690000.0
4752,IV A,45,1,0,9510000.0
4753,IV A,32,1,0,7940000.0
4754,Quezon City,13,1,2,3000000.0
4755,Quezon City,23,1,0,5400000.0
4756,Other NCR loc,27,1,0,5000000.0
4757,Mandaluyong,32,1,0,10000000.0
4758,Other NCR loc,21,1,0,5350000.0
4759,Other NCR loc,20,1,0,5220000.0
4760,Other NCR loc,23,1,0,3900000.0
4761,Benguet,311,25,27,30000000.0
4762,Benguet,342,7,14,28000000.0
4763,Other NCR loc,25,1,0,3000000.0
4764,Pasig,42,1,3,4000000.0
4765,III,46,1,0,3500000.0
4766,Other NCR loc,23,1,0,3200000.0
4767,Other NCR loc,20,1,0,4000000.0
4768,Taguig,45,1,0,15000000.0
4769,Taguig,36,1,0,9000000.0
4770,Other NCR loc,27,1,0,8960000.0
4771,Pasig,65,1,2,7300000.0
4772,Other NCR loc,22,1,0,2060000.0
4773,III,24,1,0,3290000.0
4774,Other City/Province,22,1,0,4740000.0
4775,Muntinlupa,30,1,0,3910000.0
4776,VII,20,1,0,3000000.0
4777,IV A,26,1,0,4099999.9999999995
4778,Other NCR loc,23,1,0,4880000.0
4779,Other NCR loc,22,1,11,3700000.0
4780,Other NCR loc,24,1,0,4000000.0
4781,IV A,33,1,2,3460000.0
4782,VII,22,1,0,3460000.0
4783,Other City/Province,26,1,0,4290000.0
4784,Benguet,22,1,0,2990000.0
4785,Quezon City,21,1,0,3800000.0
4786,Pasig,35,1,0,8500000.0
4787,VII,34,1,0,5000000.0
4788,Other NCR loc,34,1,0,2020000.0
4789,III,24,1,0,3370000.0
4790,Quezon City,29,1,0,4350000.0
4791,Makati,37,2,2,9770000.0
4792,Other City/Province,24,1,0,3900000.0
4793,Pasig,109,2,2,45000000.0
4794,Other City/Province,30,1,0,4850000.0
4795,IV A,67,1,0,13600000.0
4796,VII,37,1,2,1300000.0
4797,Taguig,43,1,0,12800000.0
4798,Other City/Province,28,1,0,3200000.0
4799,IV A,140,3,3,27600000.0
4800,Other NCR loc,30,1,0,3000000.0
4801,Other NCR loc,52,1,2,4260000.0
4802,IV A,28,1,0,2760000.0
4803,Mandaluyong,24,1,0,4900000.0
4804,Other NCR loc,30,1,2,4500000.0
4805,Pasig,35,1,2,2680000.0
4806,Pasig,34,1,0,4000000.0
4807,Pasig,30,2,0,2150000.0
4808,Mandaluyong,41,1,0,6320000.0
4809,Other NCR loc,23,1,0,5500000.0
4810,Mandaluyong,20,1,0,3700000.0
4811,IV A,22,1,0,3900000.0
4812,VII,30,1,0,5000000.0
4813,Benguet,25,1,0,2400000.0
4814,III,26,1,0,1500000.0
4815,Benguet,39,1,2,4500000.0
4816,Benguet,45,1,2,5800000.0
4817,IV A,18,1,0,2200000.0
4818,Mandaluyong,24,1,0,4300000.0
4819,Quezon City,25,1,0,3900000.0
4820,III,36,1,2,1970000.0
4821,Other NCR loc,30,1,2,2910000.0
4822,Mandaluyong,34,1,0,5830000.0
4823,Quezon City,22,1,0,4000000.0
4824,Mandaluyong,42,1,0,7240000.0
4825,Other NCR loc,21,1,0,5750000.0
4826,VII,24,1,0,2210000.0
4827,Makati,30,1,0,6000000.0
4828,Other NCR loc,37,1,0,11000000.0
4829,IV A,28,1,2,3600000.0
4830,IV A,22,1,0,3600000.0
4831,Benguet,42,1,0,6390000.0
4832,Other NCR loc,22,1,2,4360000.0
4833,Makati,42,1,2,9500000.0
4834,Quezon City,22,1,0,1800000.0
4835,IV A,29,1,0,3750000.0
4836,Other NCR loc,36,1,2,4000000.0
4837,Pasig,30,1,2,2860000.0
4838,Quezon City,40,1,2,5300000.0
4839,IV A,30,1,0,3200000.0
4840,III,32,1,0,1400000.0
4841,Other City/Province,23,1,2,3200000.0
4842,Other NCR loc,26,1,0,7900000.0
4843,IV A,28,1,0,3770000.0
4844,Mandaluyong,31,1,0,3000000.0
4845,Pasay,56,1,2,12000000.0
4846,Other NCR loc,81,2,2,12400000.0
4849,Other NCR loc,19,1,0,2500000.0
4850,Other NCR loc,22,1,0,1820000.0
4851,Taguig,55,2,3,10000000.0
4852,Quezon City,153,4,2,25000000.0
4853,Pasig,30,1,0,3990000.0
4854,Makati,38,1,2,6680000.0
4855,Quezon City,28,1,0,3000000.0
4856,Makati,39,1,0,10000000.0
4858,Mandaluyong,71,2,2,7880000.0
4859,Pasay,51,2,0,8500000.0
4860,Quezon City,41,1,0,7000000.0
4861,Other City/Province,56,1,0,9600000.0
4862,Other NCR loc,49,1,0,9400000.0
4863,VII,75,1,2,9000000.0
4864,Pasig,38,1,2,4500000.0
4865,Quezon City,55,1,0,10100000.0
4866,Quezon City,33,1,0,7500000.0
4867,Pasay,33,1,0,5000000.0
4868,IV A,60,2,2,10000000.0
4869,Pasig,30,1,2,2800000.0
4870,Pasig,30,1,2,2860000.0
4871,IV A,139,2,3,16700000.0
4872,Makati,48,1,2,8430000.0
4873,Mandaluyong,24,1,0,4110000.0000000005
4874,Mandaluyong,23,1,0,4200000.0
4875,Pasig,30,1,2,2900000.0
4876,Pasig,77,1,0,19000000.0
4877,Other NCR loc,22,1,0,2060000.0
4878,Other NCR loc,30,1,2,2700000.0
4879,Quezon City,38,1,0,4200000.0
4880,Other City/Province,28,1,0,4230000.0
4881,Other City/Province,30,1,0,4730000.0
4882,Taguig,35,1,0,10000000.0
4883,Pasay,26,1,0,6230000.0
4884,Other City/Province,250,5,9,15000000.0
4885,Other City/Province,24,1,0,2230000.0
4886,Other NCR loc,48,2,2,9910000.0
4887,Makati,30,1,0,5900000.0
4888,Other NCR loc,26,1,0,3800000.0
4889,Mandaluyong,30,1,0,4800000.0
4890,Other NCR loc,12,0,0,1200000.0
4891,Pasay,25,1,0,8000000.0
4892,IV A,15,1,0,3000000.0
4893,Pasig,22,1,0,3610000.0
4894,Makati,30,1,0,6310000.0
4895,III,24,1,0,3020000.0
4896,Makati,22,1,0,5600000.0
4897,Taguig,63,1,2,5900000.0
4898,Pasig,49,1,2,5500000.0
4899,Other NCR loc,20,1,0,4270000.0
4900,Other NCR loc,25,1,0,6400000.0
4901,IV A,29,1,2,5530000.0
4902,Quezon City,26,1,0,3100000.0
4903,Pasay,26,1,2,8730000.0
4904,IV A,149,2,4,25200000.0
4905,Other City/Province,23,1,0,4720000.0
4906,Quezon City,30,1,0,3390000.0
4907,III,23,1,0,2900000.0
4908,Muntinlupa,34,1,2,10000000.0
4909,Quezon City,28,1,0,3340000.0
4910,Muntinlupa,31,1,2,4990000.0
4911,Makati,25,1,0,7840000.0
4912,IV A,25,1,0,2880000.0
4913,Other NCR loc,42,1,2,6500000.0
4914,Pasig,35,1,0,8500000.0
4915,Other NCR loc,26,1,0,3800000.0
4916,Other NCR loc,22,1,0,5500000.0
4917,Pasig,58,2,3,7200000.0
4918,Pasig,35,1,2,3000000.0
4919,Pasig,66,1,0,21000000.0
4920,Pasig,30,1,2,2900000.0
4921,Quezon City,22,1,0,4220000.0
4922,Other NCR loc,22,1,0,2630000.0
4923,Quezon City,22,1,0,3910000.0
4924,Other NCR loc,46,1,0,5640000.0
4925,Other City/Province,32,1,2,4480000.0
4926,Other NCR loc,22,1,0,1900000.0
4927,Quezon City,30,1,0,3000000.0
4928,Taguig,41,1,0,12000000.0
4929,Quezon City,188,4,4,23000000.0
4930,Taguig,62,1,0,36600000.0
4931,VII,25,1,0,3400000.0
4932,Quezon City,21,1,0,3830000.0
4933,Quezon City,23,1,0,4000000.0
4934,Pasig,78,3,3,12500000.0
4935,Quezon City,49,2,0,11800000.0
4936,Pasig,31,1,0,4000000.0
4937,Mandaluyong,48,1,2,7520000.0
4938,Other NCR loc,30,1,2,4470000.0
4939,Other NCR loc,25,1,0,3740000.0
4940,IV A,54,2,3,3930000.0
4941,Pasig,22,1,0,3210000.0
4942,IV A,50,1,2,2660000.0
4943,IV A,36,1,2,1800000.0
4944,Muntinlupa,23,1,0,4830000.0
4945,Pasig,48,1,2,10000000.0
4946,Makati,37,1,0,6480000.0
4947,Mandaluyong,27,1,0,4200000.0
4948,Pasay,133,3,3,33000000.0
4949,Other NCR loc,48,2,2,4360000.0
4950,Taguig,112,2,2,37400000.0
4951,Taguig,120,2,2,44000000.0
4952,VII,41,1,2,5640000.0
4953,Other NCR loc,152,3,2,43500000.0
4954,Taguig,44,1,0,8000000.0
4955,Taguig,39,1,0,8500000.0
4956,Makati,40,1,0,8199999.999999999
4957,Other NCR loc,32,1,0,5110000.0
4958,Makati,37,1,0,8000000.0
4959,Makati,75,2,2,19000000.0
4960,Quezon City,57,2,0,5600000.0
4961,Pasig,54,1,2,9000000.0
4962,VII,32,1,0,5070000.0
4963,Other NCR loc,34,1,0,5000000.0
4964,Other NCR loc,24,1,0,3890000.0
4965,Mandaluyong,36,1,0,7000000.0
4966,Pasig,33,1,0,5370000.0
4967,Other NCR loc,22,1,0,3390000.0
4968,Quezon City,51,1,2,6400000.0
4969,Quezon City,48,1,2,7230000.0
4970,III,24,1,0,3020000.0
4971,III,24,1,0,3020000.0
4972,Quezon City,23,1,0,5090000.0
4973,IV A,24,1,0,3500000.0
4974,Other NCR loc,24,1,0,5000000.0
4975,IV A,69,1,2,11900000.0
4976,Quezon City,54,1,2,5000000.0
4977,IV A,29,1,0,3890000.0
4978,Quezon City,46,1,2,5000000.0
4979,Quezon City,31,1,0,9000000.0
4980,Pasig,28,1,0,3100000.0
4981,Makati,25,1,0,4500000.0
4982,Mandaluyong,24,1,0,3890000.0
4983,Other NCR loc,45,1,2,3800000.0
4984,Other City/Province,48,2,2,3600000.0
4985,Taguig,36,1,0,10500000.0
4986,Taguig,36,1,0,11500000.0
4987,Pasay,21,1,0,2900000.0
4988,Other City/Province,65,1,0,12500000.0
4989,Other NCR loc,48,2,2,7520000.0
4990,Pasig,58,2,3,7650000.0
4991,VII,23,1,0,3100000.0
4992,Other City/Province,22,1,0,2120000.0
4993,Other City/Province,24,1,0,3400000.0
4994,Quezon City,54,1,0,10700000.0
4995,Pasig,63,1,0,12200000.0
4996,Quezon City,63,1,2,11000000.0
4997,Mandaluyong,65,1,0,5600000.0
4998,Other NCR loc,26,1,0,4570000.0
4999,Makati,38,1,0,6000000.0
5000,Mandaluyong,24,1,0,4320000.0
5001,Quezon City,36,1,0,3800000.0
5002,Quezon City,48,2,2,7910000.0
5003,VII,24,1,0,2150000.0
5004,Pasig,30,1,2,2860000.0
5005,Pasig,150,17,17,25000000.0
5006,Makati,38,2,2,7030000.0
5007,Makati,43,1,0,3200000.0
5009,IV A,47,1,2,9500000.0
5010,Other NCR loc,30,1,2,2380000.0
5011,Other NCR loc,32,1,0,4820000.0
5012,Pasig,28,1,0,3680000.0
5013,IV A,33,1,2,5630000.0
5014,Other NCR loc,41,1,0,4000000.0
5015,VII,24,1,0,1500000.0
5016,VII,36,1,0,1500000.0
5017,IV A,30,1,0,6300000.0
5018,Pasig,52,1,0,15000000.0
5019,IV A,25,1,0,1800000.0
5020,Other NCR loc,22,1,0,2560000.0
5021,IV A,24,1,0,2089999.9999999998
5022,Taguig,45,1,2,12200000.0
5023,Other NCR loc,20,1,0,4800000.0
5024,Taguig,21,1,0,4590000.0
5025,Mandaluyong,46,1,0,7400000.0
5026,Other City/Province,83,3,3,13000000.0
5027,Other City/Province,32,1,0,6500000.0
5028,Pasay,31,1,0,6000000.0
5029,Other NCR loc,33,1,0,4650000.0
5030,Pasig,65,1,0,20600000.0
5031,VII,22,1,0,1600000.0
5032,Quezon City,28,1,0,5190000.0
5033,Other NCR loc,24,1,0,3380000.0
5034,VII,33,1,0,6000000.0
5035,Other City/Province,71,1,0,29500000.0
5036,Taguig,66,1,0,12000000.0
5037,Pasay,28,1,0,6740000.0
5038,Other NCR loc,25,1,0,3500000.0
5039,VII,24,1,0,3200000.0
5040,Quezon City,54,2,2,5000000.0
5041,Pasig,42,1,2,4000000.0
5042,Other City/Province,22,1,0,2400000.0
5043,VII,36,1,0,4450000.0
5044,Quezon City,21,1,0,3880000.0
5045,Quezon City,137,3,2,37800000.0
5046,Other NCR loc,40,1,0,8000000.0
5047,IV A,33,1,0,5000000.0
5048,Other NCR loc,29,1,0,3600000.0
5049,IV A,22,1,0,1800000.0
5050,Pasig,56,2,2,15000000.0
5051,Pasig,23,1,0,3200000.0
5052,Muntinlupa,16,1,0,3000000.0
5053,Quezon City,25,1,0,2950000.0
5054,Pasig,30,1,2,2900000.0
5055,Makati,30,1,0,6440000.0
5056,Pasay,58,1,2,12000000.0
5057,VII,38,1,0,7000000.0
5058,Pasay,31,1,0,4900000.0
5059,Quezon City,27,1,0,3000000.0
5060,Pasig,30,1,2,2950000.0
5061,IV A,33,1,0,5630000.0
5062,III,89,1,0,12000000.0
5063,Muntinlupa,18,1,0,4000000.0
5064,Pasig,94,2,3,24000000.0
5065,Benguet,28,1,0,3010000.0
5066,Makati,49,1,0,9000000.0
5067,VII,33,1,0,6200000.0
5068,Makati,50,1,0,8000000.0
5069,Pasig,61,2,2,11500000.0
5070,Quezon City,55,1,0,12700000.0
5071,VII,38,1,0,7000000.0
5072,Benguet,21,1,0,3400000.0
5073,IV A,30,2,2,2810000.0
5074,Other City/Province,28,1,0,2780000.0
5075,Other NCR loc,24,1,0,4500000.0
5076,III,24,1,0,2810000.0
5077,Pasig,34,1,0,4390000.0
5078,Other NCR loc,27,1,2,4300000.0
5079,Makati,26,1,0,6510000.0
5080,IV A,30,1,0,6330000.0
5081,Quezon City,24,1,0,2800000.0
5082,Pasay,27,1,0,5000000.0
5083,Quezon City,64,2,2,6500000.0
5084,Taguig,12,0,0,1700000.0
5085,VII,20,1,0,2200000.0
5086,Quezon City,21,1,0,5500000.0
5087,IV A,40,1,2,9390000.0
5088,Mandaluyong,24,1,0,3000000.0
5089,VII,37,1,0,6800000.0
5090,Other City/Province,76,2,2,11600000.0
5091,Other City/Province,60,1,0,7890000.0
5092,Other NCR loc,23,1,0,3490000.0
5093,Other NCR loc,26,1,0,7000000.0
5094,VII,22,1,0,2940000.0
5095,Mandaluyong,25,1,0,4300000.0
5096,Pasig,22,1,0,4000000.0
5097,Pasig,106,4,3,23200000.0
5098,Quezon City,103,4,3,17100000.0
5099,IV A,32,1,0,7950000.0
5100,VII,24,0,0,3920000.0
5101,IV A,23,1,0,4620000.0
5102,Quezon City,40,1,2,3800000.0
5103,Benguet,77,1,2,11500000.0
5104,Other NCR loc,20,1,0,2200000.0
5105,Quezon City,37,1,0,4800000.0
5106,III,39,1,0,1000000.0
5107,IV A,22,1,0,4000000.0
5108,Other NCR loc,25,1,0,2000000.0
5109,Taguig,46,1,0,10200000.0
5110,III,24,1,0,2990000.0
5111,III,24,1,0,2710000.0
5112,Pasig,23,1,0,4770000.0
5113,Other NCR loc,23,1,0,7400000.0
5114,Pasig,23,1,0,3500000.0
5115,Other NCR loc,30,1,2,3600000.0
5116,IV A,30,1,0,3360000.0
5117,Other NCR loc,21,1,0,4099999.9999999995
5118,Pasig,22,1,0,4500000.0
5119,Other City/Province,36,1,0,5960000.0
5120,Quezon City,22,1,0,3100000.0
5121,Mandaluyong,25,1,0,4500000.0
5122,Other City/Province,47,1,0,10800000.0
5123,VII,22,1,0,5430000.0
5124,Quezon City,24,1,0,4520000.0
5125,Other NCR loc,21,1,0,2600000.0
5126,VII,21,1,0,5250000.0
5127,Quezon City,45,1,0,8180000.0
5128,Other City/Province,67,2,2,8230000.0
5129,Mandaluyong,201,2,3,55400000.0
5130,Quezon City,25,1,0,3500000.0
5131,Quezon City,30,1,0,5280000.0
5132,Other NCR loc,30,1,0,4650000.0
5133,Makati,102,2,2,33400000.0
5134,Pasig,89,2,2,24300000.0
5135,Pasay,55,1,2,6300000.0
5136,Taguig,46,1,0,12700000.0
5137,Quezon City,32,1,0,3720000.0
5138,Mandaluyong,37,1,2,5300000.0
5139,Other NCR loc,42,1,2,5500000.0
5140,Other NCR loc,25,1,0,4000000.0
5141,Other NCR loc,167,2,3,34000000.0
5142,Other NCR loc,31,1,0,4900000.0
5143,Makati,127,2,2,22000000.0
5144,Taguig,169,2,3,9000000.0
5145,Quezon City,36,1,0,5790000.0
5146,Muntinlupa,103,3,2,17500000.0
5147,IV A,42,1,2,8830000.0
5148,IV A,24,1,0,2230000.0
5149,Taguig,38,1,0,7500000.0
5150,Quezon City,26,1,0,4320000.0
5151,Other NCR loc,20,1,0,3000000.0
5153,Mandaluyong,23,1,0,3600000.0
5154,IV A,37,1,0,4990000.0
5155,III,24,1,0,2710000.0
5156,Makati,60,1,0,13000000.0
5157,Other NCR loc,27,1,2,3330000.0
5158,Pasig,59,1,0,13000000.0
5159,Other NCR loc,62,1,2,5900000.0
5160,Pasig,52,1,2,5200000.0
5161,Quezon City,54,1,2,6200000.0
5162,Muntinlupa,57,1,0,12500000.0
5163,Quezon City,28,2,2,3400000.0
5164,Other NCR loc,25,1,0,4000000.0
5165,III,25,1,0,3000000.0
5166,Other NCR loc,25,1,0,4500000.0
5167,Quezon City,24,1,0,2500000.0
5168,Pasay,25,1,0,5000000.0
5169,IV A,31,1,2,5000000.0
